Dist Code,Year,Dist Name,PADDY AREA (1000 ha),PADDY PRODUCTION (1000 Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),BAJRA AREA (1000 ha),BAJRA PRODUCTION (1000 Quintal),BAJRA HARVEST PRICE (Rs per Quintal),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 Quintal),MAIZE HARVEST PRICE (Rs per Quintal),RAGI AREA (1000 ha),RAGI PRODUCTION (1000 Quintal),RAGI HARVEST PRICE (Rs per Quintal),GRAM AREA (1000 ha),GRAM PRODUCTION (1000 Quintal),GRAM HARVEST PRICE (Rs per Quintal),ARHAR AREA (1000 ha),ARHAR PRODUCTION (1000 Quintal),ARHAR HARVEST PRICE (Rs per Quintal),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 Quintal),SESAMUM HARVEST PRICE (Rs per Quintal),SAFFOLA AREA (1000 ha),SAFFOLA PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 Quintal),SUGARCANE HARVEST PRICE (Rs per Quintal),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 Quintal),COTTON HARVEST PRICE (Rs per Quintal)
57,2005,Medak,85.27,2473.3,550,0.16,0.11,2.8,20.1,756,0.75,4.4,534,103.38,4179.4,496,0,0,0,0.46,3,1600,7.12,25.6,1511,25.66,300.2,1495,3.08,4.8,2095,1.21,0.61,1.13,0.33,3.13,0,1102,74.81,300.7,2069
57,2006,Medak,101.98,2752.5,634,0,0,20.65,119.4,920,0.42,2.5,512,19.76,774.8,609,0.01,0.2,521,0.02,0.1,1921,25.38,146.7,2192,8.37,125.5,1806,9.67,14.4,2245,0,0,0.53,0.39,4.89,308,1106,80.8,236.7,1961
57,2007,Medak,92.82,2815.5,733,0.14,0.09,165.79,915.7,1512,16.64,79.9,728,35.64,1092,653,12.93,101.7,734,2.71,17.9,2317,61.12,201.7,2115,123.14,627.3,2024,1.7,3.6,2134,1.11,0.51,22.74,8.98,0.11,1.6,1012,54.9,67.5,2025
57,2008,Medak,123.91,3574.4,863,4.05,2.82,90.88,568.4,1091,1.47,8.6,779,86.17,1855.6,811,0.09,0.5,838,19.75,130.3,2096,17.3,70.8,2905,8.99,92.7,2415,3.58,10.1,4621,4.79,3.88,5.94,2.98,49.2,2043.7,1144,13.82,36.3,2705
57,2009,Medak,83.12,2326.9,1030,0,0,22.62,90.3,1485,17.04,116.8,1112,1.42,45.3,808,0,0,0,0.26,1.7,2008,29.07,82.9,3745,48.54,272.4,2515,7.24,9.6,3706,0.07,0.03,2.57,0.89,0.31,13.2,2084,90.66,175.9,3021
57,2010,Medak,144.56,5149.2,956,1.64,0.88,26.97,388.5,1885,6.24,36.5,978,56.63,1987.5,923,0.02,0.2,,1.92,12.6,2499,2.63,9.5,3602,12.18,204.8,3307,1.2,1.8,4715,2.3,0.35,4.13,3.36,40.6,1657.4,1956,15.72,41.3,3882
57,2011,Medak,137.03,4069.6,1057,0.06,0.04,15.86,65,1954,0.17,1.4,748,51.11,1544.5,998,0,0,0,0.78,5.1,3194,26.69,56.3,3217,52.55,498.8,3795,24.56,63.8,,0,0,5.49,2.73,0,0,1915,154.86,512.6,3662
57,2012,Medak,110.36,3726,1271,3.68,1.85,121,1194.8,1926,0.52,3.1,1069,30.5,955.3,1255,0,0,0,2.69,13.5,3724,39.76,96.2,3953,3.96,61.7,4477,14.11,24.8,7887,0.35,0.15,0.93,0.33,0.28,11.8,2600,169.33,177.8,3683
57,2013,Medak,170.97,6244.9,,2.16,1.47,74.86,634,,1.14,6.8,,11.91,246.5,,5.67,57.9,,4.58,32.9,,35.41,121.8,,6.13,87.6,,1.67,2.9,,3.11,1.36,0.93,0.77,2.39,63.2,,14.42,33.6,
57,2014,Medak,110.89,3630.8,,0.17,0.1,1.53,15.8,,0.76,4.6,,113.58,4254.3,,0,0,0,0.49,3.5,,6.54,23.4,,21.95,347.6,,3.51,6.6,,0,0,0.89,1.35,2.36,118.5,,66.58,282.3,
57,2015,Medak,84.17,2397.8,1428,0,0,12.66,79.6,2623,0.31,1.9,,21.06,661,1377,0.02,0.2,,0.03,0.2,4066,26.39,143.6,,7.45,107.9,4889,8.52,13.7,,0,0,0.08,0.07,5.78,300.7,3250,82.88,326.5,3861
57,2016,Medak,160.77,5960.6,,0.32,0.18,177.76,1320.7,,18.56,113.8,,48.64,756.6,,14.6,161.8,,4.95,35.6,,65.89,285.3,,110.58,981.3,,1.51,2.3,,1.59,0.69,18.47,10.9,0.07,0,,40.49,103.7,
57,2017,Medak,180.79,6158.2,,3.83,2.18,88.16,721.5,,1.08,6.5,,102.47,1989.7,,0.07,0.8,,19,142.1,,21.18,67.6,,6.52,79.7,,3.12,4.9,,4.69,2.06,5.61,4.05,50.97,2120.8,,10.57,29,
59,1966,Nalgonda,111,1050,49.1,0,0,18.71,82.5,57.9,16.14,94.4,57.7,2.78,74.4,,0.01,0.1,,0.23,1.6,,30,92.4,84.8,45.62,374.2,144.5,7.83,9.9,157.8,0.24,0.1,1.05,0.84,0.19,2.6,,97.12,147.6,
59,1967,Nalgonda,149,2000,57.1,2.61,1.49,26.67,313.4,61.1,6.78,40.7,21.5,55.57,2253.7,,0,0,0,2.24,16.1,,2.43,8.7,125.5,11.8,334.3,,1.52,2.9,,2.14,0.94,3.21,3.05,39.32,1588.7,,8.37,22.9,
59,1968,Nalgonda,149.6,1520,61.9,0.01,0.01,10.89,40.3,,0.09,0.6,41,62.79,1607.6,,0,0,0,0.46,3.3,,31.27,88.2,,48.81,590.2,126,27.46,45.7,,0,0,2.24,3.68,0,0,,140.59,601.7,
59,1969,Nalgonda,191.7,2007,62.1,3.72,3.33,111.29,1253.6,59,0.63,2.9,51.5,27.71,1093,,0,0,0,3.28,36.2,,39.09,183.3,79.4,3.7,50.6,133.9,14.97,27.5,,1.54,0.52,1.22,0.63,0.1,0.7,,175.55,459.9,
59,1970,Nalgonda,208.9,2601,55.1,2.15,1.49,69.7,729.9,58.9,0.74,3.5,60.8,9.3,200.2,,3.25,54.8,,5.2,57.5,108.7,33.18,145.7,91,7.25,79.7,128.5,1.4,2.7,,3.79,1.28,0.95,0.71,2.53,84.9,,19.45,51.2,
59,1971,Nalgonda,194.7,2714,71.2,0.15,0.11,2.12,20.5,75.2,0.47,2.2,74.2,89.44,3538.5,,0,0,0,0.75,8.3,,5.68,30.1,93.5,19.21,308.5,125.1,3.52,6.8,,0.02,0.01,0.56,0.71,2.66,175.2,,80.52,176.3,
59,1972,Nalgonda,166.6,2624,84.4,0,0,14.94,118.1,99.8,0.2,0.9,104.4,16.2,498.4,,0.01,0.1,,0.14,1.6,,21.65,102.8,144.4,6.04,100.4,178.6,8.08,12.5,225,0,0,0,0,8.14,420.6,,99.04,354.6,
59,1973,Nalgonda,255.7,3723,78.7,0.22,0.15,173.07,1186.7,95.3,17.98,86.3,88.1,40.79,795,,7.08,80.7,,7.09,78.3,180.4,57.59,163,121.9,108.62,974.1,214.8,1.02,2,,0.81,0.27,17.91,9.29,0.12,0,,63.42,131.3,
59,1974,Nalgonda,248.1,3955,109.2,3.89,2.05,83.31,787.5,142,0.87,4.1,133.7,91.4,2153.3,,0.04,0.5,,19.98,220.8,176.9,19.4,99.7,190.1,5.36,76.4,215.6,2.44,4.8,,5.4,2.17,3.97,5.24,51.78,2310.2,,16.4,42.1,
59,1975,Nalgonda,301.3,5273,82.3,0,0,17.39,87.4,83.4,9.81,43.4,76.7,2.48,76.8,,0,0,0,0.16,1.8,126.5,23.64,61.9,101.8,34.21,303.5,145,6.21,3.7,,0.5,0.17,0.27,0.19,0.07,2.3,,113.52,174.8,
59,1976,Nalgonda,249.7,3887,89.7,2.01,1.22,26.08,339.7,95.4,5.61,26.2,83.4,52.64,2161.7,,0.02,0.3,,2.79,30.8,,2.66,5.7,,7.39,125.9,231.4,1.45,2.8,,1.83,0.22,3.06,3.73,39.88,1584.9,,10.93,28.1,
59,1977,Nalgonda,233.3,4275,95.7,0.02,0.02,11.39,68.7,96.6,0.06,0.3,94.7,40.14,1339.4,,0,0,0,0.47,5.1,,24.91,134.7,253.1,45.33,481.9,219.8,19.69,51.3,,0,0,0.73,1.18,0,0,,182.48,534.7,
59,1978,Nalgonda,293.6,5417,89.6,3,4,92,840,77.3,1,0,0,29,690,,0,0,0,4,60,,41,100,234.2,2,30,201.1,11,30,,0.74,0.21,0,0,0,0,,162,292.4,
59,1979,Nalgonda,230,4600,99.9,2,2,61,630,86,1,0,0,15,400,,3,40,,6,80,,33,190,247.1,5,60,,1,0,,3.52,1.88,1,1,0,30,,14,37.4,
59,1980,Nalgonda,183,3630,116.5,0,0,2,10,92.8,0,0,0,106,3680,,0,0,0,3,40,,7,20,288,15,210,363.4,2,10,,0,0,0,0,1,30,,46,120.7,
59,1981,Nalgonda,210,4730,129.3,0,0,10,70,115.1,0,0,0,22,330,,0,0,0,0,0,0,25,110,294.6,4,50,338.7,10,10,,0,0,0,0,7,350,,70,198.9,
59,1982,Nalgonda,210.2,4890,132.9,0,0,146,1320,101.4,12,60,92.4,72,940,,8,80,,12,130,,58,240,302.4,90,590,340.8,1,0,,1.88,0.77,26,18,0,0,,43,98.6,
59,1983,Nalgonda,232.2,5442,145,3,4,82,780,120.6,1,0,0,89,2100,141.3,0,0,0,29,350,,19,60,360.2,3,50,399.6,2,0,,6.64,2.31,3,5,31,2030,,7,15.3,
59,1984,Nalgonda,219.1,4532,144.3,0,0,28,90,122.4,15,60,119,3,80,,0,0,0,0,0,0,26,50,333,30,190,412.8,8,10,,0,0,1,1,0,0,,77,113.9,
59,1985,Nalgonda,186.9,4436,158.4,2,2,27,460,121.1,5,20,136.2,48,1580,,0,0,0,4,60,,2,10,333,4,40,419.9,1,0,,2.22,0.62,6,4,18,840,,9,18.7,
59,1986,Nalgonda,171,4790,159.2,0,0,18,120,131.2,0,0,0,67,1830,,0,0,0,1,10,,23,100,445.7,41,380,530.1,21,50,,0,0,0,1,0,0,,119,287.3,
59,1987,Nalgonda,168,4270,168.9,3.84,2.3,98.63,895.4,131.5,1.82,11.1,146.4,30.46,1242.4,,0,0,0,8.63,103,,39.74,137.5,588.4,3.25,46.5,608.6,12.31,24.8,,0.71,0.22,1.14,0.84,0.12,9.2,,145.3,489.7,
59,1988,Nalgonda,244.8,7028,195.8,1.7,1.11,57.09,581.3,167.5,0.97,5.9,153.3,29.64,1255.3,,5.75,56.2,,5.78,69.1,,35.79,263.1,470.7,5.9,72.6,475.1,1.24,3.6,,2.77,1.37,0.85,0.8,0.89,66,,15.37,61.3,
59,1989,Nalgonda,267.3,7216,194.4,0.15,0.09,2.07,19,218.1,0.94,5.7,177.6,162.79,6688.4,,0,0,0,7,83.5,,12.24,51.9,591.3,16.79,317.6,564.6,3.52,7.4,,0.22,0.07,0.5,0.9,1.62,122,,48.69,181.6,
59,1990,Nalgonda,269.34,7166.3,194,0,0,11.94,147.4,192,0.74,4.5,198,25.57,1136.4,,0.01,0.1,,0.24,2.9,,29.95,158.1,780,6.72,82.2,759,13.49,21.2,,0,0,0.72,0.78,3.31,247.9,,76.34,300,
59,1991,Nalgonda,267.82,7026.8,298,0.23,0.14,127.59,917.7,346,11.55,67,371,94.74,2093.3,298,7.15,91.3,,13.15,157,,60.21,240.2,830,75.37,686.3,396,0.88,2.5,,0.92,0.29,37.45,28.26,0.04,3.3,378,34.98,97.6,1603
59,1992,Nalgonda,238.26,6665.5,278,3.42,2.1,72.04,575.4,297,0.67,4.1,281,112.37,2159.5,,0,0,0,39.57,472.5,,24.57,127.5,831,4.85,69.3,793,2.27,6.4,,6.78,1.6,7.86,15.36,25.97,1908.1,,5.76,22.6,819
59,1993,Nalgonda,225,6470,341,0,0,28.74,173.9,260,21.44,134.4,254,4.76,155.6,,0,0,0,0.95,11.4,,37.89,192.8,840,35.53,316.9,892,13.03,31.6,,0,0,0.85,0.93,0.12,9.2,,63.62,190.8,
59,1994,Nalgonda,227,6490,363,1.39,0.64,22.74,345,348,4.78,29.2,338,54.76,2059.9,,0.02,0.3,,8.78,104.8,,2.43,8.2,1258,2.57,59,946,1,2.1,705,1.88,0.59,13.32,13.99,15.24,1159.3,,8.59,10.9,
59,1995,Nalgonda,196,5120,376,0.05,0.03,11.94,73,,0.35,2.2,349,84.3,3027.6,,0,0,0,3.49,41.7,,28.89,121.1,1455,45.06,582.7,1071,24.97,94,,0.02,0.01,0.31,0.46,0,0,,123.55,474.4,
59,1996,Nalgonda,279,7750,413,2.9,0.84,93.16,692.8,499,1.23,3.9,361,26.52,744.8,393,0,0,0,7.1,62.4,1203,39.81,169.2,1247,4.15,48.2,1053,12.82,48.6,1452,0.55,0.25,2.97,1.58,0.05,9.5,850,177.91,402.1,
59,1997,Nalgonda,212,5200,453,1.42,0.76,44.81,565,476,0.97,3.1,389,24.46,647.2,391,2.84,68,415,5.38,47.3,1441,35.58,154.8,1364,3.93,67.4,1191,1.51,4.1,1432,3.08,1.39,0.88,0.47,1.24,87.3,1043,20.9,59.6,1920
59,1998,Nalgonda,318,9240,461,0.07,0.03,2.56,24.7,454,0.54,1.7,400,125.87,3250.9,441,0,0,0,4.84,42.6,1162,10.41,23.4,1623,17.78,179,1235,3.8,13.7,1836,0,0,1.61,1.62,1.05,92.3,981,100.11,212.2,2050
59,1999,Nalgonda,239,5760.5,561,0,0,6.76,49.5,575,0.2,0.6,438,23.31,720.4,415,0.01,0.2,,0.2,1.8,1365,27.54,156.4,1362,6.06,79.4,1222,8.11,19.1,1946,0,0,0.36,0.2,3.62,253.7,715,105.4,412.1,1841
59,2000,Nalgonda,262.3,7964.2,477,0.3,0.16,95.78,468.9,524,8.41,39.3,418,92.53,1441.3,358,5.11,82.8,444,12.29,108,1466,52.38,193.3,1308,76.39,723,1081,0.89,2.5,1331,0.61,0.28,46.55,22.69,0.01,0.4,1426,50.84,121.5,2148
59,2001,Nalgonda,219.59,5947.5,572,2.4,1.74,59.29,528.8,551,0.34,1.1,380,113.86,2279.6,443,0,0,0,33.84,297.4,1525,23.37,107.3,1284,3.21,51.3,1212,1.49,4.2,1279,7.83,3.21,15.66,21.22,22.87,1491.8,811,13.73,56.7,1790
59,2002,Nalgonda,132,2980,598,0,0,21.08,77.3,596,11.09,22.2,484,3.4,86.3,453,0,0,0,0.53,4.7,1436,37.51,134.3,1495,36.76,281.4,1549,12.69,17.7,1544,0.01,0.01,1.03,0.59,0.36,26.4,829,104.15,222.9,2022
59,2003,Nalgonda,123.01,3581.4,580,1.26,0.88,25.43,220.9,468,4.78,15.1,458,50.31,1714.9,475,0.01,0.1,,5.96,52.4,1414,3.49,15.1,1691,1.84,24.6,1679,1.96,7.5,1861,5.59,2.87,33.35,17.91,14.74,1076.1,776,13.05,15,2418
59,2004,Nalgonda,192.69,5551.3,613,0.05,0.02,11.34,64.9,635,0.03,0.1,488,71.86,2627.7,477,0,0,0,2.75,24.2,1604,25.61,74.3,1418,44.85,516.6,1424,21.3,80.1,2509,0.02,0.01,1.21,0.69,0,0,1188,153.03,489.7,1729
59,2005,Nalgonda,310.7,9386.7,628,3.92,1.34,81.53,853.2,685,0.78,4.9,598,27.15,921.7,512,0,0,0,9.2,130.6,1700,35.99,233.6,1532,4.27,61.7,1453,10.27,26,2271,0.49,0.23,6.47,4.81,0.16,14.7,1100,159.42,457.5,1860
59,2006,Nalgonda,284.28,8059,666,1.41,0.86,39.85,459.2,707,0.52,3.3,616,30.66,1104.5,580,2.62,48.5,555,5.31,75.3,1943,36.26,260,2086,4.53,83.6,1878,1.24,3,2385,3.26,2.39,0.84,0.64,2.63,123,1178,18.4,59.4,1861
59,2007,Nalgonda,310.74,9898.4,765,0.1,0.08,1.92,16.6,854,0,0,0,175.31,7297.4,667,0,0,0,2.97,42.2,2163,16.82,114.4,2090,14.11,260,1997,4.79,28.3,2585,0,0,1.16,1.49,2.19,132.9,1041,117.5,458.3,1912
59,2008,Nalgonda,361.81,11503.1,988,0,0,5.04,35.4,1163,0.26,1.7,1013,33.24,1148.4,784,0.01,0.2,838,0.11,1.6,2306,26.74,165,2591,6.03,82.8,2474,7.56,19.3,2665,0.02,0.01,0.5,0.52,8.35,346.2,1301,109.75,374.3,2793
59,2009,Nalgonda,273.43,9189.7,1300,0.17,0.14,89.25,828.5,1792,8.63,68.1,1092,105.06,3555.2,815,7.22,108.4,1041,12.76,245.7,2405,61.4,454.4,3534,88.45,1041.8,2892,0.73,1.8,3828,0.66,0.31,34.69,18.08,0.01,1,2089,47.63,114.3,3086
59,2010,Nalgonda,405.32,13237.1,1040,2.44,4.19,53.89,639.2,1628,0.62,3.9,1009,120.74,3434.2,908,0.01,0.1,,33.42,410.1,2808,24.04,61.3,3355,2.68,38.5,3019,1.76,4.5,3592,7.94,2.88,14.76,17.77,53.55,2571.8,2069,15.99,70.1,3972
59,2011,Nalgonda,327.76,9638,1067,0,0,15.03,79.6,1950,8.33,39.4,989,5.32,190.5,970,0,0,0,0.33,4.6,2995,36.06,207,2976,35.15,340.8,3593,10.49,28,3511,0,0,0.58,0.6,1.29,65.3,2200,85.6,222.6,3710
59,2012,Nalgonda,208.52,6838.7,1334,1.95,1.6,20.12,197.9,1821,7.31,46.4,1328,62.6,2552.8,1241,0,0,0,7.97,113.2,3387,4.42,16.9,3725,2.2,45,4194,2.78,10.3,4346,3.64,1.71,26.02,29.6,31.73,1404.5,2600,13.28,14.5,3467
59,2013,Nalgonda,393.74,12052.9,,0.04,0.03,8.41,44.1,,0.07,0.5,,78.06,3188.3,,0,0,0,1.53,21.8,,23.78,119.9,,42.13,614.7,,18.64,45,,0.08,0.04,0.81,0.83,0,0,,151.26,632.3,
59,2014,Nalgonda,323.38,10413.6,,3.22,2.51,77.12,683.8,,1.04,3.7,,25.06,780.1,,0,0,0,22.13,340.3,,34.33,238.6,,4.86,74.1,,12.29,29.2,,0.33,0.21,7.92,8.51,0.58,61.2,,178.77,613.2,
59,2015,Nalgonda,212.73,6204.5,1429,1.26,0.75,35.94,478.5,2699,0.35,1.3,1919,23.19,657,2206,1.67,25.3,,4.88,51.7,,33.21,246.1,,3.96,67.4,4748,0.91,1.7,6545,2.44,1.73,0.53,0.39,2.63,122.6,2900,16.33,37.6,3973
59,2016,Nalgonda,356.25,12564.3,,0.06,0.06,0.38,3.7,,0.17,0.6,,140.17,5285.9,,0,0,0,3.59,57.3,,11.79,51.9,,13.52,249.7,,4.85,22.9,,0,0,0.75,1.04,2.95,163,,117.15,379.6,
59,2017,Nalgonda,415.25,13807.4,,0,0,4.48,38.5,,0.04,0.1,,27.49,1410.2,,0.01,0.1,,0.22,3,,22.92,124.9,,5.36,86.7,,5.53,12.4,,0,0,0.33,0.39,8.38,573.1,,110.1,423.9,
56,1966,Nizamabad,125,2650,42.9,0.06,0.06,81.13,634.2,57.7,6.34,24.2,,133.68,2071.9,50.5,3.6,55.7,,17.44,289.2,,66.73,138.8,,82.83,887.6,118.1,0.37,0.7,187.8,0.73,0.17,30.27,21.41,0.26,27.8,69.9,46.84,99.3,
56,1967,Nizamabad,124,2500,48,2.93,3.4,48.79,436.9,62.9,0.51,1.8,65.4,104.26,1620,67.7,0.01,0.1,60.4,37.5,439.9,,23.96,82.2,,2.22,38.1,154,1.49,3,218.3,8.29,5.62,12.99,15.75,59.05,2750.8,,19.25,87.4,
56,1968,Nizamabad,97.5,1580,53.3,0,0,13.53,68.9,67.1,3.85,11.9,,2.68,70.8,,0,0,0,0.72,9.9,,31.66,101.3,,27.06,233.5,95.7,7.52,13.3,,0,0,1.28,1.52,1.09,60.7,,79.99,276.8,
56,1969,Nizamabad,127.5,2287,48.3,1.55,1.74,11.47,85,66,7.85,27.7,,59.37,1732.7,64.7,0,0,0,12.66,173.8,,3.33,11.7,,2.02,32.3,137.3,2.06,6.6,204.3,1.72,0.96,19.39,26.23,34.79,1609.1,60.5,7.93,10.3,
56,1970,Nizamabad,132,2335,56.1,0.05,0.04,7.09,44.9,78.5,0.02,0.1,,75.57,2634.8,44,0,0,0,1.98,27.3,96,22.02,76.9,95,37.47,516.4,134.2,15.23,31.4,150.6,0,0,0.9,1.06,0,0,70.2,153.64,609.9,282
56,1971,Nizamabad,70.6,1025,70.4,0.93,0.95,53.64,774,85,1.02,6.5,,23.85,756.2,58.9,0,0,0,16.72,268.6,97.5,38.33,295.9,,4.64,61.7,92.5,3.52,6.4,193.2,0,0,6.82,7.45,0.17,18.6,101.9,211.31,1092.5,
56,1972,Nizamabad,88.1,365,84.4,1.17,0.77,31.72,447,105.3,0.38,2.4,,27.05,1187.1,79.5,2.06,48.1,,8.81,101.5,130.4,31.97,283.6,,7.18,145.9,129.5,0.93,2.1,271.4,5.11,3.68,0.49,0.51,2.51,108,125.5,17.4,68.7,
56,1973,Nizamabad,117.1,2329,80.7,0.11,0.11,0.16,1.1,106.8,0.35,2.3,,155.62,9007.1,71.5,0,0,0,3.14,33.4,184,9.93,72.4,143,15.6,235.7,174.4,2.93,11.1,315.6,0,0,0.87,1.74,3.67,188.2,144.8,137.39,768,
56,1974,Nizamabad,140.8,2095,113.2,0,0,3.33,39.6,148.5,0.06,0.4,,28.53,1780.2,142.5,0.01,0.2,,0.14,2,190,18.87,108.7,,6.57,95.5,172.3,5.14,13,386.5,0,0,1.01,1.37,8.63,579.6,113,118.51,644.7,
56,1975,Nizamabad,150.5,2881,86.6,0.07,0.07,68.27,653.9,130.4,5.79,43.9,,123.09,4755.6,73.4,2.98,41.1,,21.25,340.7,130.2,69.36,491.1,,98.6,1939,140.2,0.43,1,140.2,0.57,0.13,26.6,18.92,0.17,17.6,96,68.64,249.9,
56,1976,Nizamabad,133.8,2375,86.5,3.34,3.45,44.73,549,125,0.67,4.3,,101.6,4289.7,82.9,0.01,0.1,,37.66,374,147.5,23.72,119.5,,2.2,41.5,186,1.44,3.2,402.2,8.24,6.17,18.66,28.92,58.84,2863.1,133,28.97,172.1,
56,1977,Nizamabad,133.2,3041,91.6,0,0,12.06,63.5,98.4,4.72,23.4,,3.5,84.7,88.2,0,0,0,0.71,9.8,246.2,37.55,182.9,,31.82,319.2,,6.91,9.6,,0,0,1.49,2.01,0.84,54.5,107.5,106.23,387.8,
56,1978,Nizamabad,153.9,3987,82.1,1.75,2.19,9.62,128.5,127.4,9.37,60,,62.42,3360,90.1,0.01,0.1,,27.81,488.3,210,3.09,20,,3.13,66.4,,1.81,4.6,,1.64,1.74,36.42,55.34,30.49,1735.5,78.5,8.77,26.2,
56,1979,Nizamabad,134,2500,100.6,0.01,0.01,6.95,41.5,106.7,1.45,9.3,,78.89,3506.1,100.5,0,0,0,1.75,12.4,228.7,21.62,87.3,,37.14,555.6,220.2,14.33,35.1,445,0,0,0.35,0.47,0,0,212,160.09,806.8,
56,1980,Nizamabad,138,2900,114.1,7.18,8.35,44.97,566,127.5,0.35,2.2,,32.62,1374.8,96.5,0,0,0,23.66,351.7,304,41.07,193.9,,5.96,75,,7.56,14.2,,0,0,7.03,6.47,0.04,3.4,265.2,279.35,1047.6,
56,1981,Nizamabad,151,3580,119.8,1.04,0.66,23.61,387.6,212.4,0.33,2.1,,30.03,762.6,118.8,1.45,19,,6.96,95,267.8,33.29,206.4,,7.09,141.6,,0.59,1.4,,2.45,0.17,0.44,0.41,2.36,104.9,295.5,17.84,82.1,
56,1982,Nizamabad,155.5,3429,139,0.01,0.02,0,0,146.4,0,0,0,136.33,6296.6,133.1,0,0,0,1.65,23.1,,6.54,38.7,,16.78,302.4,376.3,2.37,10.2,,0,0,1.46,3.27,2.83,138.3,148.6,180.13,724.1,
56,1983,Nizamabad,158.8,3200,148.8,0,0,3.16,29,168.4,0.04,0.3,132.9,37.65,2467.6,144.3,0.02,0.3,,0.18,2.9,295.8,14.68,87.5,,6.8,108.8,392.4,5.08,15.6,,0,0,0.16,0.19,4.3,290.8,262,124.52,539.2,
56,1984,Nizamabad,145.1,2759,145.3,0.04,0.05,49.04,434.2,148.7,11.05,73.1,,125.96,2030.2,109.3,2.56,41.8,,20.63,317.8,434.2,79.97,230.3,,99.47,1629.1,404.6,0.26,0.6,,0.79,0,24.28,17.36,0.08,6.5,257.9,90.3,175.2,
56,1985,Nizamabad,135.7,2596,157.4,3.08,3.87,38.52,404,154,0.74,4.7,,87,2082.8,157.3,0,0,0,36.02,360.6,421.4,24.58,144.3,,1.82,35.6,418.5,1.05,2.6,,6.99,3.05,15.64,28.19,45.92,2124,301.1,49.12,199.9,
